Date,S1_Schoolclosing,S1_IsGeneral,S2_Workplaceclosing,S2_IsGeneral,S3_Cancelpublicevents,S3_IsGeneral,S4_Closepublictransport,S4_IsGeneral,S5_Publicinformationcampaigns,S5_IsGeneral,S6_Restrictionsoninternalmovement,S6_IsGeneral,S7_Internationaltravelcontrols,S8_Fiscalmeasures,S9_Monetarymeasures,S10_Emergencyinvestmentinhealthcare,S11_InvestmentinVaccines,S12_Testingframework,S13_Contacttracing,ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay
"2020-02-29",0,,0,,0,,0,,0,,0,,0,0,4,0,0,0,0,,,0,0
"2020-03-01",0,,0,,0,,0,,0,,0,,0,0,4,0,0,0,0,,,0,0
"2020-03-02",0,,0,,0,,0,,0,,0,,0,0,4,0,0,0,0,,,0,0
"2020-03-03",0,,0,,0,,0,,0,,0,,0,0,4,0,0,0,0,,,0,0
"2020-03-04",0,,0,,0,,0,,0,,0,,0,0,4,0,0,0,0,,,0,0
"2020-03-05",0,,0,,0,,0,,0,,0,,0,0,4,0,0,0,0,,,0,0
"2020-03-06",0,,0,,0,,0,,0,,0,,0,0,4,0,0,0,0,,,0,0
"2020-03-07",0,,0,,0,,0,,0,,0,,0,0,4,0,0,0,0,,,0,0
"2020-03-08",0,,0,,0,,0,,0,,0,,0,0,4,0,0,0,0,,,0,0
"2020-03-09",0,,0,,0,,0,,0,,0,,0,0,4,0,0,0,0,,,0,0
"2020-03-10",0,,0,,0,,0,,0,,0,,0,0,4,0,0,0,0,,,0,0
"2020-03-11",0,,0,,0,,0,,0,,0,,0,0,4,0,0,0,0,,,0,0
"2020-03-12",0,,0,,0,,0,,0,,0,,0,0,4,0,0,0,0,,,0,0
"2020-03-13",0,,0,,0,,0,,0,,0,,0,0,4,0,0,0,0,,,0,0
"2020-03-14",0,,0,,0,,0,,0,,0,,0,0,4,0,0,0,0,,,0,0
"2020-03-15",0,,0,,0,,0,,0,,0,,0,0,4,0,0,0,0,,,0,0
"2020-03-16",0,,0,,0,,0,,0,,0,,0,0,4,0,0,0,0,,,0,0
"2020-03-17",0,,0,,0,,0,,0,,0,,0,0,4,0,0,0,0,,,0,0
"2020-03-18",0,,0,,0,,0,,0,,0,,0,0,4,0,0,0,0,,,0,0
"2020-03-19",2,1,0,,2,1,0,,1,1,0,,3,0,4,10200000,0,1,0,,,57.14,57.14
"2020-03-20",2,1,0,,2,1,0,,1,1,0,,3,0,4,10200000,0,1,0,,,57.14,57.14
"2020-03-21",2,1,0,,2,1,0,,1,1,0,,3,0,4,10200000,0,1,0,,,57.14,57.14
"2020-03-22",2,1,0,,2,1,0,,1,1,0,,3,0,4,10200000,0,1,0,,,57.14,57.14
"2020-03-23",2,1,0,,2,1,0,,1,1,0,,3,0,4,10200000,0,1,0,,,57.14,57.14
"2020-03-24",2,1,0,,2,1,0,,1,1,0,,3,0,4,10200000,0,1,0,,,57.14,57.14
"2020-03-25",2,1,0,,2,1,2,1,1,1,2,1,3,0,4,10200000,0,1,0,,,85.71,85.71
"2020-03-26",2,1,0,,2,1,2,1,1,1,2,1,3,0,4,10200000,0,1,0,2,0,85.71,85.71
"2020-03-27",2,1,0,,2,1,2,1,1,1,2,1,3,0,4,10200000,0,1,0,4,0,85.71,85.71
"2020-03-28",2,1,0,,2,1,2,1,1,1,2,1,3,0,4,10200000,0,1,0,4,0,85.71,85.71
"2020-03-29",2,1,0,,2,1,2,1,1,1,2,1,3,0,4,10200000,0,1,0,9,0,85.71,85.71
"2020-03-30",2,1,0,,2,1,2,1,1,1,2,1,3,0,4,10200000,0,1,0,18,0,85.71,85.71
"2020-03-31",2,1,0,,2,1,2,1,1,1,2,1,3,0,4,10200000,0,1,0,18,0,85.71,85.71
"2020-04-01",2,1,0,,2,1,2,1,1,1,2,1,3,0,4,10200000,0,1,0,18,1,85.71,85.71
"2020-04-02",2,1,0,,2,1,2,1,1,1,2,1,3,0,4,10200000,0,1,0,28,1,85.71,85.71
"2020-04-03",2,1,0,,2,1,2,1,1,1,2,1,3,0,4,10200000,0,1,0,36,3,85.71,85.71
"2020-04-04",2,1,0,,2,1,2,1,1,1,2,1,3,0,4,10200000,0,1,0,39,3,85.71,85.71
"2020-04-05",2,1,0,,2,1,2,1,1,1,2,1,3,0,4,10200000,0,1,0,41,3,85.71,85.71
"2020-04-06",2,1,0,,2,1,2,1,1,1,2,1,3,0,4,10200000,0,1,0,45,5,85.71,85.71
"2020-04-07",2,1,0,,2,1,2,1,1,1,2,1,3,0,4,10200000,0,1,0,47,5,85.71,85.71
"2020-04-08",2,1,0,,2,1,2,1,1,1,2,1,3,0,4,10200000,0,1,0,56,5,85.71,85.71
"2020-04-09",2,1,0,,2,1,2,1,1,1,2,1,3,0,4,10200000,0,1,0,59,7,85.71,85.71
"2020-04-10",2,1,0,,2,1,2,1,1,1,2,1,3,0,4,10200000,0,1,0,59,7,85.71,85.71
"2020-04-11",2,1,0,,2,1,2,1,1,1,2,1,3,0,4,10200000,0,1,0,87,7,85.71,85.71
