2020-02-15,4.76,8,0
2020-02-16,4.76,8,0
2020-02-17,4.76,9,0
2020-02-18,4.76,9,0
2020-02-19,4.76,9,0
2020-02-20,4.76,9,0
2020-02-21,4.76,9,0
2020-02-22,4.76,11,0
2020-02-23,4.76,13,0
2020-02-24,14.29,13,0
2020-02-25,14.29,13,0
2020-02-26,14.29,13,0
2020-02-27,14.29,13,0
2020-02-28,14.29,19,0
2020-02-29,14.29,19,0
2020-03-01,28.57,21,0
2020-03-02,28.57,21,0
2020-03-03,28.57,,
2020-03-04,28.57,27,0
2020-03-05,28.57,,
2020-03-06,28.57,29,0
2020-03-07,28.57,,
2020-03-08,33.33,45,0
2020-03-09,33.33,,
2020-03-10,33.33,59,0
2020-03-11,33.33,74,0
2020-03-12,33.33,,
2020-03-13,40.48,85,0
2020-03-14,40.48,,
2020-03-15,42.86,85,0
2020-03-16,54.76,86,0
2020-03-17,54.76,98,0
2020-03-18,54.76,113,0
2020-03-19,54.76,113,0
2020-03-20,54.76,140,0
2020-03-21,54.76,140,0
2020-03-22,54.76,153,2
2020-03-23,71.43,153,2
2020-03-24,71.43,198,2
2020-03-25,76.19,248,2
2020-03-26,80.95,333,2
2020-03-27,80.95,333,2
2020-03-28,80.95,405,2
2020-03-29,85.71,468,2
2020-03-30,85.71,468,2
2020-03-31,85.71,611,5
2020-04-01,85.71,664,6
2020-04-02,85.71,664,6
2020-04-03,85.71,1024,8
2020-04-04,95.24,1024,8
2020-04-05,95.24,1505,10
2020-04-06,95.24,1799,10
2020-04-07,95.24,2076,11
2020-04-08,95.24,2359,12
2020-04-09,95.24,2659,12
2020-04-10,95.24,2990,14
2020-04-11,95.24,3360,16
